statename|url|website|activity_level|activity_level_label|weekend|season|weeknumber,,,
Minnesota|http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html|Weekly Influenza Activity: Statistics|1|Minimal|Jul-03-2010|2009-10|26,,,
Mississippi|http://www.msdh.state.ms.us/msdhsite/_static/14,0,199,230.html|Mississippi Flu Surveillance and Influenza-Like Illness Reports|1|Minimal|Jul-03-2010|2009-10|26
Missouri|http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php|Influenza Data & Statistical Reports |1|Minimal|Jul-03-2010|2009-10|26,,,
Montana|http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx|Influenza: What You Need to Know|1|Minimal|Jul-03-2010|2009-10|26,,,
Nebraska|http://dhhs.ne.gov/publichealth/Pages/flu.aspx|Weekly Flu Report|1|Minimal|Jul-03-2010|2009-10|26,,,
Nevada|http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/|Influenza (Flu): Surveillance, News Releases and Brochures|1|Minimal|Jul-03-2010|2009-10|26,,
New Hampshire|http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm|Influenza Control and Surveillance|1|Minimal|Jul-03-2010|2009-10|26,,,
New Jersey|http://www.nj.gov/health/cd/topics/flu.shtml|Seasonal Influenza - Surveillance|1|Minimal|Jul-03-2010|2009-10|26,,,
New Mexico|https://nmhealth.org/about/erd/ideb/isp/|Flu in New Mexico|1|Minimal|Jul-03-2010|2009-10|26,,,
New York|http://www.health.ny.gov/diseases/communicable/influenza/surveillance/|Influenza Activity, Surveillance and Reports|1|Minimal|Jul-03-2010|2009-10|26,,
North Carolina|http://www.flu.nc.gov/ |North Carolina Influenza Update|1|Minimal|Jul-03-2010|2009-10|26,,,
North Dakota|http://www.ndflu.com/default.aspx|Influenza|1|Minimal|Jul-03-2010|2009-10|26,,,
Ohio|http://www.flu.ohio.gov |Influenza Information|1|Minimal|Jul-03-2010|2009-10|26,,,
Oklahoma|https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html|Influenza Information|1|Minimal|Jul-03-2010|2009-10|26,,,
Oregon|http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx|Influenza Disease Surveillance Data|1|Minimal|Jul-03-2010|2009-10|26,,,
Pennsylvania|http://www.flufreepa.com|Influenza Weekly Report |1|Minimal|Jul-03-2010|2009-10|26,,,
Rhode Island|http://www.health.ri.gov/data/flu/index.php|Influenza Surveillance|1|Minimal|Jul-03-2010|2009-10|26,,,
South Carolina|http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/|Influenza Activity and Surveillance|1|Minimal|Jul-03-2010|2009-10|26,,,
Tennessee|http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html|Influenza-Like Illness Surveillance Summary Archive|1|Minimal|Jun-19-2010|2009-10|24,,,
Texas|http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/|Influenza Surveillance|1|Minimal|Jun-19-2010|2009-10|24,,,
Utah|http://health.utah.gov/epi/diseases/influenza/surveillance/index.html|Seasonal Influenza Weekly Update|1|Minimal|Jun-19-2010|2009-10|24,,,
Vermont|http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance|Flu Activity|1|Minimal|Jun-19-2010|2009-10|24,,,
Virginia|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|Virginia Weekly Influenza Activity Report|1|Minimal|Jun-19-2010|2009-10|24,,,
Washington|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|Influenza Update|1|Minimal|Jun-19-2010|2009-10|24,,,
West Virginia|http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx|Current Influenza Surveillance|1|Minimal|Jun-19-2010|2009-10|24,,,
Wisconsin|http://www.dhs.wisconsin.gov/communicable/influenza/index.htm|Tracking Influenza in Wisconsin|1|Minimal|Jun-19-2010|2009-10|24,,,
Wyoming|https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/|Influenza|1|Minimal|Jun-19-2010|2009-10|24,,,
New York City|http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page|Surveillance Data|1|Minimal|Jun-19-2010|2009-10|24,,,
Alabama|http://adph.org/influenza/|Influenza Surveillance|1|Minimal|Jun-26-2010|2009-10|25,,,
Alaska|http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx |Influenza Surveillance Report|1|Minimal|Jun-26-2010|2009-10|25,,,
Arizona|http://www.azdhs.gov/phs/oids/epi/flu/index.htm|Influenza & RSV Surveillance|1|Minimal|Jun-26-2010|2009-10|25,,,
Arkansas|http://www.healthy.arkansas.gov/programs-services/topics/influenza|Communicable Disease and Immunizations|1|Minimal|Jun-26-2010|2009-10|25,,,
Missouri|http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php|Influenza Data & Statistical Reports |1|Minimal|Jun-19-2010|2009-10|24,,,
Montana|http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx|Influenza: What You Need to Know|1|Minimal|Jun-19-2010|2009-10|24,,,
Nebraska|http://dhhs.ne.gov/publichealth/Pages/flu.aspx|Weekly Flu Report|1|Minimal|Jun-19-2010|2009-10|24,,,
Nevada|http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/|Influenza (Flu): Surveillance, News Releases and Brochures|1|Minimal|Jun-19-2010|2009-10|24,,
New Hampshire|http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm|Influenza Control and Surveillance|1|Minimal|Jun-19-2010|2009-10|24,,,
New Jersey|http://www.nj.gov/health/cd/topics/flu.shtml|Seasonal Influenza - Surveillance|1|Minimal|Jun-19-2010|2009-10|24,,,
New Mexico|https://nmhealth.org/about/erd/ideb/isp/|Flu in New Mexico|1|Minimal|Jun-19-2010|2009-10|24,,,
New York|http://www.health.ny.gov/diseases/communicable/influenza/surveillance/|Influenza Activity, Surveillance and Reports|1|Minimal|Jun-19-2010|2009-10|24,,
North Carolina|http://www.flu.nc.gov/ |North Carolina Influenza Update|1|Minimal|Jun-19-2010|2009-10|24,,,
North Dakota|http://www.ndflu.com/default.aspx|Influenza|1|Minimal|Jun-19-2010|2009-10|24,,,
Ohio|http://www.flu.ohio.gov |Influenza Information|1|Minimal|Jun-19-2010|2009-10|24,,,
Oklahoma|https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html|Influenza Information|1|Minimal|Jun-19-2010|2009-10|24,,,
Oregon|http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx|Influenza Disease Surveillance Data|1|Minimal|Jun-19-2010|2009-10|24,,,
Pennsylvania|http://www.flufreepa.com|Influenza Weekly Report |1|Minimal|Jun-19-2010|2009-10|24,,,
Rhode Island|http://www.health.ri.gov/data/flu/index.php|Influenza Surveillance|1|Minimal|Jun-19-2010|2009-10|24,,,
South Carolina|http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/|Influenza Activity and Surveillance|1|Minimal|Jun-19-2010|2009-10|24,,,
Colorado|https://www.colorado.gov/pacific/cdphe/influenza|Influenza Surveillance|1|Minimal|Jun-26-2010|2009-10|25,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|1|Minimal|Jun-26-2010|2009-10|25,,,
Florida|http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html |Weekly Influenza Surveillance Reports|1|Minimal|Jun-26-2010|2009-10|25,,,
Georgia|https://dph.georgia.gov/flu-activity-georgia|Weekly Influenza Surveillance in Georgia|1|Minimal|Jun-26-2010|2009-10|25,,,
Hawaii|http://health.hawaii.gov/docd/resources/reports/influenza-reports/|Hawaii's Influenza Surveillance Program|1|Minimal|Jun-26-2010|2009-10|25,,,
Idaho|http://flu.idaho.gov|Influenza|1|Minimal|Jun-26-2010|2009-10|25,,,
Illinois|http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance#publications|Seasonal Influenza Surveillance Reports|1|Minimal|Jun-26-2010|2009-10|25,,,
Indiana|http://www.in.gov/isdh/22104.htm|Influenza in Indiana|1|Minimal|Jun-26-2010|2009-10|25,,,
Iowa|http://idph.iowa.gov/influenza/surveillance|Iowa Influenza Surveillance Network|1|Minimal|Jun-26-2010|2009-10|25,,,
Kansas|http://www.kdheks.gov/flu/surveillance.htm|Influenza Information|1|Minimal|Jun-26-2010|2009-10|25,,,
Kentucky|https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx|Influenza - Flu|1|Minimal|Jun-26-2010|2009-10|25,,,
Louisiana|http://new.dhh.louisiana.gov/index.cfm/page/1591|Influenza|1|Minimal|Jun-26-2010|2009-10|25,,,
Maine|http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml|Weekly Surveillance Updates|1|Minimal|Jun-26-2010|2009-10|25,,,
Maryland|https://phpa.health.maryland.gov/influenza/fluwatch|Influenza Surveillance|1|Minimal|Jun-26-2010|2009-10|25,,,
Massachusetts|https://www.mass.gov/influenza|Influenza Surveillance Data|1|Minimal|Jun-26-2010|2009-10|25,,,
Michigan|http://www.michigan.gov/mdch/0,1607,7-132-2940_2955_22779_40563_48357-191722--,00.html|Influenza Activity and Surveillance|1|Minimal|Jun-26-2010|2009-10|25
Minnesota|http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html|Weekly Influenza Activity: Statistics|1|Minimal|Jun-26-2010|2009-10|25,,,
Mississippi|http://www.msdh.state.ms.us/msdhsite/_static/14,0,199,230.html|Mississippi Flu Surveillance and Influenza-Like Illness Reports|1|Minimal|Jun-26-2010|2009-10|25
Missouri|http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php|Influenza Data & Statistical Reports |1|Minimal|Jun-26-2010|2009-10|25,,,
Montana|http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx|Influenza: What You Need to Know|1|Minimal|Jun-26-2010|2009-10|25,,,
Nebraska|http://dhhs.ne.gov/publichealth/Pages/flu.aspx|Weekly Flu Report|1|Minimal|Jun-26-2010|2009-10|25,,,
Nevada|http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/|Influenza (Flu): Surveillance, News Releases and Brochures|1|Minimal|Jun-26-2010|2009-10|25,,
New Hampshire|http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm|Influenza Control and Surveillance|1|Minimal|Jun-26-2010|2009-10|25,,,
New Jersey|http://www.nj.gov/health/cd/topics/flu.shtml|Seasonal Influenza - Surveillance|1|Minimal|Jun-26-2010|2009-10|25,,,
New Mexico|https://nmhealth.org/about/erd/ideb/isp/|Flu in New Mexico|1|Minimal|Jun-26-2010|2009-10|25,,,
New York|http://www.health.ny.gov/diseases/communicable/influenza/surveillance/|Influenza Activity, Surveillance and Reports|1|Minimal|Jun-26-2010|2009-10|25,,
North Carolina|http://www.flu.nc.gov/ |North Carolina Influenza Update|1|Minimal|Jun-26-2010|2009-10|25,,,
North Dakota|http://www.ndflu.com/default.aspx|Influenza|1|Minimal|Jun-26-2010|2009-10|25,,,
Ohio|http://www.flu.ohio.gov |Influenza Information|1|Minimal|Jun-26-2010|2009-10|25,,,
Oklahoma|https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html|Influenza Information|1|Minimal|Jun-26-2010|2009-10|25,,,
Oregon|http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx|Influenza Disease Surveillance Data|1|Minimal|Jun-26-2010|2009-10|25,,,
Pennsylvania|http://www.flufreepa.com|Influenza Weekly Report |1|Minimal|Jun-26-2010|2009-10|25,,,
Rhode Island|http://www.health.ri.gov/data/flu/index.php|Influenza Surveillance|1|Minimal|Jun-26-2010|2009-10|25,,,
South Carolina|http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/|Influenza Activity and Surveillance|1|Minimal|Jun-26-2010|2009-10|25,,,
Tennessee|http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html|Influenza-Like Illness Surveillance Summary Archive|1|Minimal|Jun-12-2010|2009-10|23,,,
Texas|http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/|Influenza Surveillance|1|Minimal|Jun-12-2010|2009-10|23,,,
Utah|http://health.utah.gov/epi/diseases/influenza/surveillance/index.html|Seasonal Influenza Weekly Update|1|Minimal|Jun-12-2010|2009-10|23,,,
Vermont|http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance|Flu Activity|1|Minimal|Jun-12-2010|2009-10|23,,,
Virginia|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|Virginia Weekly Influenza Activity Report|1|Minimal|Jun-12-2010|2009-10|23,,,
Washington|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|Influenza Update|1|Minimal|Jun-12-2010|2009-10|23,,,
West Virginia|http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx|Current Influenza Surveillance|1|Minimal|Jun-12-2010|2009-10|23,,,
Wisconsin|http://www.dhs.wisconsin.gov/communicable/influenza/index.htm|Tracking Influenza in Wisconsin|1|Minimal|Jun-12-2010|2009-10|23,,,
Wyoming|https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/|Influenza|1|Minimal|Jun-12-2010|2009-10|23,,,
New York City|http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page|Surveillance Data|1|Minimal|Jun-12-2010|2009-10|23,,,
Alabama|http://adph.org/influenza/|Influenza Surveillance|1|Minimal|Jun-19-2010|2009-10|24,,,
Alaska|http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx |Influenza Surveillance Report|1|Minimal|Jun-19-2010|2009-10|24,,,
Arizona|http://www.azdhs.gov/phs/oids/epi/flu/index.htm|Influenza & RSV Surveillance|1|Minimal|Jun-19-2010|2009-10|24,,,
Arkansas|http://www.healthy.arkansas.gov/programs-services/topics/influenza|Communicable Disease and Immunizations|1|Minimal|Jun-19-2010|2009-10|24,,,
Colorado|https://www.colorado.gov/pacific/cdphe/influenza|Influenza Surveillance|1|Minimal|Jun-19-2010|2009-10|24,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|1|Minimal|Jun-19-2010|2009-10|24,,,
Florida|http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html |Weekly Influenza Surveillance Reports|1|Minimal|Jun-19-2010|2009-10|24,,,
Georgia|https://dph.georgia.gov/flu-activity-georgia|Weekly Influenza Surveillance in Georgia|1|Minimal|Jun-19-2010|2009-10|24,,,
Hawaii|http://health.hawaii.gov/docd/resources/reports/influenza-reports/|Hawaii's Influenza Surveillance Program|1|Minimal|Jun-19-2010|2009-10|24,,,
Idaho|http://flu.idaho.gov|Influenza|1|Minimal|Jun-19-2010|2009-10|24,,,
Illinois|http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance#publications|Seasonal Influenza Surveillance Reports|1|Minimal|Jun-19-2010|2009-10|24,,,
Indiana|http://www.in.gov/isdh/22104.htm|Influenza in Indiana|1|Minimal|Jun-19-2010|2009-10|24,,,
Iowa|http://idph.iowa.gov/influenza/surveillance|Iowa Influenza Surveillance Network|1|Minimal|Jun-19-2010|2009-10|24,,,
Kansas|http://www.kdheks.gov/flu/surveillance.htm|Influenza Information|1|Minimal|Jun-19-2010|2009-10|24,,,
Kentucky|https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx|Influenza - Flu|1|Minimal|Jun-19-2010|2009-10|24,,,
Louisiana|http://new.dhh.louisiana.gov/index.cfm/page/1591|Influenza|1|Minimal|Jun-19-2010|2009-10|24,,,
Maine|http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml|Weekly Surveillance Updates|1|Minimal|Jun-19-2010|2009-10|24,,,
Maryland|https://phpa.health.maryland.gov/influenza/fluwatch|Influenza Surveillance|1|Minimal|Jun-19-2010|2009-10|24,,,
Massachusetts|https://www.mass.gov/influenza|Influenza Surveillance Data|1|Minimal|Jun-19-2010|2009-10|24,,,
Michigan|http://www.michigan.gov/mdch/0,1607,7-132-2940_2955_22779_40563_48357-191722--,00.html|Influenza Activity and Surveillance|1|Minimal|Jun-19-2010|2009-10|24
Minnesota|http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html|Weekly Influenza Activity: Statistics|1|Minimal|Jun-19-2010|2009-10|24,,,
Tennessee|http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html|Influenza-Like Illness Surveillance Summary Archive|1|Minimal|Jun-05-2010|2009-10|22,,,
Texas|http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/|Influenza Surveillance|1|Minimal|Jun-05-2010|2009-10|22,,,
Utah|http://health.utah.gov/epi/diseases/influenza/surveillance/index.html|Seasonal Influenza Weekly Update|1|Minimal|Jun-05-2010|2009-10|22,,,
Vermont|http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance|Flu Activity|1|Minimal|Jun-05-2010|2009-10|22,,,
Virginia|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|Virginia Weekly Influenza Activity Report|1|Minimal|Jun-05-2010|2009-10|22,,,
Washington|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|Influenza Update|1|Minimal|Jun-05-2010|2009-10|22,,,
West Virginia|http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx|Current Influenza Surveillance|1|Minimal|Jun-05-2010|2009-10|22,,,
Wisconsin|http://www.dhs.wisconsin.gov/communicable/influenza/index.htm|Tracking Influenza in Wisconsin|1|Minimal|Jun-05-2010|2009-10|22,,,
Wyoming|https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/|Influenza|1|Minimal|Jun-05-2010|2009-10|22,,,
New York City|http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page|Surveillance Data|1|Minimal|Jun-05-2010|2009-10|22,,,
Alabama|http://adph.org/influenza/|Influenza Surveillance|1|Minimal|Jun-12-2010|2009-10|23,,,
Alaska|http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx |Influenza Surveillance Report|1|Minimal|Jun-12-2010|2009-10|23,,,
Arizona|http://www.azdhs.gov/phs/oids/epi/flu/index.htm|Influenza & RSV Surveillance|1|Minimal|Jun-12-2010|2009-10|23,,,
Arkansas|http://www.healthy.arkansas.gov/programs-services/topics/influenza|Communicable Disease and Immunizations|1|Minimal|Jun-12-2010|2009-10|23,,,
Colorado|https://www.colorado.gov/pacific/cdphe/influenza|Influenza Surveillance|1|Minimal|Jun-12-2010|2009-10|23,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|1|Minimal|Jun-12-2010|2009-10|23,,,
Florida|http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html |Weekly Influenza Surveillance Reports|1|Minimal|Jun-12-2010|2009-10|23,,,
Georgia|https://dph.georgia.gov/flu-activity-georgia|Weekly Influenza Surveillance in Georgia|1|Minimal|Jun-12-2010|2009-10|23,,,
Hawaii|http://health.hawaii.gov/docd/resources/reports/influenza-reports/|Hawaii's Influenza Surveillance Program|1|Minimal|Jun-12-2010|2009-10|23,,,
Idaho|http://flu.idaho.gov|Influenza|1|Minimal|Jun-12-2010|2009-10|23,,,
Illinois|http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance#publications|Seasonal Influenza Surveillance Reports|1|Minimal|Jun-12-2010|2009-10|23,,,
Indiana|http://www.in.gov/isdh/22104.htm|Influenza in Indiana|1|Minimal|Jun-12-2010|2009-10|23,,,
Iowa|http://idph.iowa.gov/influenza/surveillance|Iowa Influenza Surveillance Network|1|Minimal|Jun-12-2010|2009-10|23,,,
Kansas|http://www.kdheks.gov/flu/surveillance.htm|Influenza Information|1|Minimal|Jun-12-2010|2009-10|23,,,
Kentucky|https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx|Influenza - Flu|1|Minimal|Jun-12-2010|2009-10|23,,,
Louisiana|http://new.dhh.louisiana.gov/index.cfm/page/1591|Influenza|1|Minimal|Jun-12-2010|2009-10|23,,,
Maine|http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml|Weekly Surveillance Updates|1|Minimal|Jun-12-2010|2009-10|23,,,
Maryland|https://phpa.health.maryland.gov/influenza/fluwatch|Influenza Surveillance|1|Minimal|Jun-12-2010|2009-10|23,,,
Massachusetts|https://www.mass.gov/influenza|Influenza Surveillance Data|1|Minimal|Jun-12-2010|2009-10|23,,,
Michigan|http://www.michigan.gov/mdch/0,1607,7-132-2940_2955_22779_40563_48357-191722--,00.html|Influenza Activity and Surveillance|1|Minimal|Jun-12-2010|2009-10|23
Minnesota|http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html|Weekly Influenza Activity: Statistics|1|Minimal|Jun-12-2010|2009-10|23,,,
Mississippi|http://www.msdh.state.ms.us/msdhsite/_static/14,0,199,230.html|Mississippi Flu Surveillance and Influenza-Like Illness Reports|1|Minimal|Jun-12-2010|2009-10|23
Missouri|http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php|Influenza Data & Statistical Reports |1|Minimal|Jun-12-2010|2009-10|23,,,
Montana|http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx|Influenza: What You Need to Know|1|Minimal|Jun-12-2010|2009-10|23,,,
Nebraska|http://dhhs.ne.gov/publichealth/Pages/flu.aspx|Weekly Flu Report|1|Minimal|Jun-12-2010|2009-10|23,,,
Nevada|http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/|Influenza (Flu): Surveillance, News Releases and Brochures|1|Minimal|Jun-12-2010|2009-10|23,,
New Hampshire|http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm|Influenza Control and Surveillance|1|Minimal|Jun-12-2010|2009-10|23,,,
New Jersey|http://www.nj.gov/health/cd/topics/flu.shtml|Seasonal Influenza - Surveillance|1|Minimal|Jun-12-2010|2009-10|23,,,
Florida|http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html |Weekly Influenza Surveillance Reports|1|Minimal|May-29-2010|2009-10|21,,,
Georgia|https://dph.georgia.gov/flu-activity-georgia|Weekly Influenza Surveillance in Georgia|1|Minimal|May-29-2010|2009-10|21,,,
Hawaii|http://health.hawaii.gov/docd/resources/reports/influenza-reports/|Hawaii's Influenza Surveillance Program|1|Minimal|May-29-2010|2009-10|21,,,
Idaho|http://flu.idaho.gov|Influenza|1|Minimal|May-29-2010|2009-10|21,,,
Illinois|http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance#publications|Seasonal Influenza Surveillance Reports|1|Minimal|May-29-2010|2009-10|21,,,
Indiana|http://www.in.gov/isdh/22104.htm|Influenza in Indiana|1|Minimal|May-29-2010|2009-10|21,,,
Kansas|http://www.kdheks.gov/flu/surveillance.htm|Influenza Information|1|Minimal|May-29-2010|2009-10|21,,,
Kentucky|https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx|Influenza - Flu|1|Minimal|May-29-2010|2009-10|21,,,
Louisiana|http://new.dhh.louisiana.gov/index.cfm/page/1591|Influenza|1|Minimal|May-29-2010|2009-10|21,,,
Maine|http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml|Weekly Surveillance Updates|1|Minimal|May-29-2010|2009-10|21,,,
Maryland|https://phpa.health.maryland.gov/influenza/fluwatch|Influenza Surveillance|1|Minimal|May-29-2010|2009-10|21,,,
Massachusetts|https://www.mass.gov/influenza|Influenza Surveillance Data|1|Minimal|May-29-2010|2009-10|21,,,
Michigan|http://www.michigan.gov/mdch/0,1607,7-132-2940_2955_22779_40563_48357-191722--,00.html|Influenza Activity and Surveillance|1|Minimal|May-29-2010|2009-10|21
Minnesota|http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html|Weekly Influenza Activity: Statistics|1|Minimal|May-29-2010|2009-10|21,,,
Mississippi|http://www.msdh.state.ms.us/msdhsite/_static/14,0,199,230.html|Mississippi Flu Surveillance and Influenza-Like Illness Reports|1|Minimal|May-29-2010|2009-10|21
Missouri|http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php|Influenza Data & Statistical Reports |1|Minimal|May-29-2010|2009-10|21,,,
Montana|http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx|Influenza: What You Need to Know|1|Minimal|May-29-2010|2009-10|21,,,
Nebraska|http://dhhs.ne.gov/publichealth/Pages/flu.aspx|Weekly Flu Report|1|Minimal|May-29-2010|2009-10|21,,,
Nevada|http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/|Influenza (Flu): Surveillance, News Releases and Brochures|1|Minimal|May-29-2010|2009-10|21,,
New Hampshire|http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm|Influenza Control and Surveillance|1|Minimal|May-29-2010|2009-10|21,,,
New Jersey|http://www.nj.gov/health/cd/topics/flu.shtml|Seasonal Influenza - Surveillance|1|Minimal|May-29-2010|2009-10|21,,,
New York|http://www.health.ny.gov/diseases/communicable/influenza/surveillance/|Influenza Activity, Surveillance and Reports|1|Minimal|May-29-2010|2009-10|21,,
North Carolina|http://www.flu.nc.gov/ |North Carolina Influenza Update|1|Minimal|May-29-2010|2009-10|21,,,
North Dakota|http://www.ndflu.com/default.aspx|Influenza|1|Minimal|May-29-2010|2009-10|21,,,
Ohio|http://www.flu.ohio.gov |Influenza Information|1|Minimal|May-29-2010|2009-10|21,,,
Oklahoma|https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html|Influenza Information|1|Minimal|May-29-2010|2009-10|21,,,
Oregon|http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx|Influenza Disease Surveillance Data|1|Minimal|May-29-2010|2009-10|21,,,
Pennsylvania|http://www.flufreepa.com|Influenza Weekly Report |1|Minimal|May-29-2010|2009-10|21,,,
Rhode Island|http://www.health.ri.gov/data/flu/index.php|Influenza Surveillance|1|Minimal|May-29-2010|2009-10|21,,,
South Carolina|http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/|Influenza Activity and Surveillance|1|Minimal|May-29-2010|2009-10|21,,,
South Dakota|http://doh.sd.gov/diseases/infectious/flu/default.aspx|Influenza Information|1|Minimal|May-29-2010|2009-10|21,,,
Tennessee|http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html|Influenza-Like Illness Surveillance Summary Archive|1|Minimal|May-29-2010|2009-10|21,,,
